BIBLIOGRAFÍA	AUTOR	TÍTULO	FECHA	CRITERIO	BLOQUE	MEDIO	SOPORTE	TEMA	PAÍS	ZONA	TIPOLOGÍA	NOTAS	CONCORDANCIA
Arrabal, Fernando: El Arquitecto y el Emperador de Asiria. Madrid: Cátedra, 1993.	Arrabal, Fernando	El Arquitecto y el Emperador de Asiria	1975	Primera edición	Ficción	Escrito	Libro	Teatro	España				a subir por el ascensor principal y hubiera llegado a tener la llave del retrete del Director General. (Pausa. Sale. Vuelve con unos faldones de hierba que se pone ceremoniosamente mientras prosigue su relato.) ¿Quién se lo ha dicho? Cuando entré estaban los dos desnudos sobre la cama. Él dijo: «Ven a ver cómo violo a tu mujer.» (Pausa.) Ella resistía con todas sus fuerzas y me pareció que lloraba. Suplicaba: «¡No, no!» Luego dejó de forcejear y jadeó mientras le besaba el  hombro: sólo se le veía el blanco de los ojos. Cuando
Arrabal, Fernando: El Arquitecto y el Emperador de Asiria. Madrid: Cátedra, 1993.	Arrabal, Fernando	El Arquitecto y el Emperador de Asiria	1975	Primera edición	Ficción	Escrito	Libro	Teatro	España				no!» Luego dejó de forcejear y jadeó mientras le besaba el  hombro: sólo se le veía el blanco de los ojos. Cuando todo acabó, ella se puso a llorar y él rió a carcajadas. (Pausa.) La misma escena se repitió varias veces. Por fin, él se levantó riendo y me dijo: «Ahí tienes a tu mujer.» Entonces me acerqué a ella, le acaricié la espalda, y de repente, se puso a gritar. (Se sienta en el suelo, se coloca de cuclillas y llora.) Pero nos queríamos. Era muy buena conmigo. En cuanto tenía el menor catarro,
Arrabal, Fernando: El Arquitecto y el Emperador de Asiria. Madrid: Cátedra, 1993.	Arrabal, Fernando	El Arquitecto y el Emperador de Asiria	1975	Primera edición	Ficción	Escrito	Libro	Teatro	España				, y de repente, se puso a gritar. (Se sienta en el suelo, se coloca de cuclillas y llora.) Pero nos queríamos. Era muy buena conmigo. En cuanto tenía el menor catarro, ya estaba poniéndome cataplasmas. (Pausa.) Y mis superiores también me querían y hasta me dijeron un día que me nombrarían... (Pausa. Llora.) ¿Mi madre...? (Pausa.) Ya no me quería como cuando era niño; me odiaba a muerte. Mi mujer sí me quería. (Pausa.) No, amigos sí que tuve, pero... claro, tenían envidia de mí
Arrabal, Fernando: El Arquitecto y el Emperador de Asiria. Madrid: Cátedra, 1993.	Arrabal, Fernando	El Arquitecto y el Emperador de Asiria	1975	Primera edición	Ficción	Escrito	Libro	Teatro	España				, hace más fino. (Se repone.) Claro, al final ya no veía a mis amigos. También es que tenía mucho trabajo y no podía atenderles. Cuando se trabaja ocho horas diarias y se toman trenes y el metro... No me daba tiempo de nada... Además, mis superiores me dijeron que era indispensable en el trabajo. (Pausa.) De niño, ¡qué diferente era! ¡qué sueños tenía! Una vez que tuve una novia me puse a volar, pero ella no se lo creyó. Y sabía que un día sería Emperador, como usted. Emperador de Asiria; eso esperaba que llegaría a
Arrabal, Fernando: El Arquitecto y el Emperador de Asiria. Madrid: Cátedra, 1993.	Arrabal, Fernando	El Arquitecto y el Emperador de Asiria	1975	Primera edición	Ficción	Escrito	Libro	Teatro	España				como no sabía su nombre, decidí llamarla Lis. Al día siguiente fui a la cita. ¡Qué emocionado estaba! Apenas había trabajado en la oficina. Mis jefes me encontraron raro. ¡Menudo día pasé pensando en ella!... Me pregunté si le diría algo a mi mujer, pero no le dije nada. Cuando llegué al parque... (Casi llora.) Bueno, debió confundirse; no lo entendería bien... Una semana me pasé yendo al parque... Cinco horas cada noche, por lo menos. ¡Seguro que la pilló un coche! No podía ser de otro modo. (Cambia de tono.
Arrabal, Fernando: El Arquitecto y el Emperador de Asiria. Madrid: Cátedra, 1993.	Arrabal, Fernando	El Arquitecto y el Emperador de Asiria	1975	Primera edición	Ficción	Escrito	Libro	Teatro	España				!... Lo menos mil. Duchándose todos los días. Mil, quizá. (Entra. Largo rato en la cabaña. Sale.) Y todos con pelos, sus pelos, algunos ya medio podridos... La fuente de la juventud. (Muy asustado.) Pero, ¿cómo?... nunca me dijo... y he reconocido bien su pelo, siempre el mismo color, el mismo tono... ¿Cómo es que...? (Asustado, sale corriendo. Silencio. Entra el Arquitecto.)
Arrabal, Fernando: El Arquitecto y el Emperador de Asiria. Madrid: Cátedra, 1993.	Arrabal, Fernando	El Arquitecto y el Emperador de Asiria	1975	Primera edición	Ficción	Escrito	Libro	Teatro	España				Emperador.— ¡Estás loco! ¡De una palmada! ¡Jamás! ¿Sabes lo que he soñado esta noche?... Me azotaban y me quejaba. Una chica en mi sueño me dijo: «no te quejes». Le respondí: «¿no ve usted lo que sufro, lo muchísimo que padezco?». Ella se rió y me dijo: «¿Cómo puede sufrir si está en sueños? No es realidad.»  Le dije que se confundía. Ella me respondió que para convencer
Arrabal, Fernando: El Arquitecto y el Emperador de Asiria. Madrid: Cátedra, 1993.	Arrabal, Fernando	El Arquitecto y el Emperador de Asiria	1975	Primera edición	Ficción	Escrito	Libro	Teatro	España				una palmada! ¡Jamás! ¿Sabes lo que he soñado esta noche?... Me azotaban y me quejaba. Una chica en mi sueño me dijo: «no te quejes». Le respondí: «¿no ve usted lo que sufro, lo muchísimo que padezco?». Ella se rió y me dijo: «¿Cómo puede sufrir si está en sueños? No es realidad.»  Le dije que se confundía. Ella me respondió que para convencerse no tenía nada más que dar una palmada. Di una palmada y me encontré con las manos juntas entre las cuatro paredes de la cabaña, despierto, sentado sobre la
Arrabal, Fernando: El Arquitecto y el Emperador de Asiria. Madrid: Cátedra, 1993.	Arrabal, Fernando	El Arquitecto y el Emperador de Asiria	1975	Primera edición	Ficción	Escrito	Libro	Teatro	España				y me quejaba. Una chica en mi sueño me dijo: «no te quejes». Le respondí: «¿no ve usted lo que sufro, lo muchísimo que padezco?». Ella se rió y me dijo: «¿Cómo puede sufrir si está en sueños? No es realidad.»  Le dije que se confundía. Ella me respondió que para convencerse no tenía nada más que dar una palmada. Di una palmada y me encontré con las manos juntas entre las cuatro paredes de la cabaña, despierto, sentado sobre la cama.
Arrabal, Fernando: El Arquitecto y el Emperador de Asiria. Madrid: Cátedra, 1993.	Arrabal, Fernando	El Arquitecto y el Emperador de Asiria	1975	Primera edición	Ficción	Escrito	Libro	Teatro	España				Emperador.— (Sansón.) ¿Su madre? Pero si estaba aún más majareta que él. Menuda pareja. Un día muy seriamente me dijo que si me cargaba a su madre...
Arrabal, Fernando: El Arquitecto y el Emperador de Asiria. Madrid: Cátedra, 1993.	Arrabal, Fernando	El Arquitecto y el Emperador de Asiria	1975	Primera edición	Ficción	Escrito	Libro	Teatro	España				Emperador.— (Sansón.) Sí, el acusado me dijo que si me cargaba a su madre me iba a dar el oro y el moro...
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				L. es muy grande, señora —me dijo—. Es una ciudad, ¿sabe? Hay de todo.
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				El joven que me atendió, me enseñó varias pulseras de oro. De poco peso y no mucho valor. Elegí dos que costaban 28 000 pesetas. Como siempre, una vez elegidas, pregunté si tenían inconveniente en aceptar un talón. El chico pareció dudar, pero después dijo que sí, que no había inconveniente. Luego resultó que sí lo hubo, porque fue perdiendo el tiempo simulando colocar el seguro en una de las pulseras, hasta que llegó otro señor, que resultó ser el dueño de la joyería. Me dijo que ellos no tenían costumbre de aceptar talones; que lo sentían,
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				inconveniente en aceptar un talón. El chico pareció dudar, pero después dijo que sí, que no había inconveniente. Luego resultó que sí lo hubo, porque fue perdiendo el tiempo simulando colocar el seguro en una de las pulseras, hasta que llegó otro señor, que resultó ser el dueño de la joyería. Me dijo que ellos no tenían costumbre de aceptar talones; que lo sentían, que no me lo tomara a mal, pero que no podía ser.
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				vírgenes» y de categoría habían disminuido  considerablemente. M. es una ciudad grande, sí, pero tiene las limitaciones de relación provinciana. Podía haber cundido la alarma. No me convenía. Pero tenía que lograr dinero rápidamente. Urgía, no podía esperar y me arriesgué a entrar en otra. No aceptaban talones, dijeron. Entonces tuve miedo de quedarme. Consulté el mapa de carreteras provinciales y el nombre de L. apareció en el plano con letras grandes. Pregunté a un taxista qué tal ciudad era, y el hombre me dijo que era muy grande. Mal sentido de la proporción. En eso me equivoqué. No debería
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				. Urgía, no podía esperar y me arriesgué a entrar en otra. No aceptaban talones, dijeron. Entonces tuve miedo de quedarme. Consulté el mapa de carreteras provinciales y el nombre de L. apareció en el plano con letras grandes. Pregunté a un taxista qué tal ciudad era, y el hombre me dijo que era muy grande. Mal sentido de la proporción. En eso me equivoqué. No debería haber ido. Pero fui. No debía, después, haberme quedado en L. tras fracasar en el primer intento. Pero me quedé. Probé suerte en una segunda, sin éxito. Y cometí la torpeza,
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				Saqué el documento de identidad. Ni siquiera lo miró. Simplemente me dijo:
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				No le dije nada. ¿Qué iba a decirle que pudiera entender? El tenía su mentalidad, yo la mía. Mi mentalidad era una mentalidad carcelera, defensiva, totalmente opuesta a la suya. No podíamos entendernos de ninguna manera.
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				— Ya está —dijo el policía—. Puedes volver abajo.
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				Conocería a la justicia y después de varios años de pelear con ella en un pleito civil exhaustivo y desesperante. Siete largos años pleiteando y esperando que la justicia dijera la última palabra. Todavía no la había dicho. Y por lo que parecía, tardaría algún tiempo. La detención era sólo un paso más, me dijo el abogado. No hay que desesperar. La Justicia es lenta. Lenta y cara.
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				Todavía me encontraba divagando sobre esto cuando me llamaron a declarar otra vez. Pero no me preguntaron nada. Simplemente me dijeron que firmara en una hoja. Ni siquiera la leí. Vuelta al calabozo.
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				No. No eran monjas, porque no llevaban hábito. Pero, en realidad, eran monjas. Monjas camufladas, me dijo la «cacheadora», mientras me estaba desnudando dentro de la ducha. Con ella, resultó que el león no era tan fiero como lo pintan. Se llamaba Teo, parecía una matrona que se lo iba a comer todo, y llevaba el pelo suelto, largo, larguísimo, todo mojado. Porque —según
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				«cacheadora», mientras me estaba desnudando dentro de la ducha. Con ella, resultó que el león no era tan fiero como lo pintan. Se llamaba Teo, parecía una matrona que se lo iba a comer todo, y llevaba el pelo suelto, largo, larguísimo, todo mojado. Porque —según me dijo— cuando la llamaron a mi llegada estaba lavándoselo.
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				— Levanta los brazos —dijo.
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				Al fin y al cabo, tú eres la nueva. ¿Quién serás? ¿Por qué estarás ahí? Pronto algunas te rodean y empiezan las preguntas. Más adelante, me dijeron que a aquel primer contacto le llaman «hacerte la ficha». En realidad no es otra cosa que indagar con quién se van a jugar los cuartos. Aunque los cuartos no circulen allí. Estaba asustada. Asustada otra vez. Aquello era un manicomio de verdad. Un manicomio de gente muerta en vida.
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				Todos los demás se asustaron. Todos menos Lulú. Lulú era de armas tomar. Y tomó el arma del disimulo. Dijo que tenían que despistar. Que allí no había nadie que hubiera visto la riña. Que se fueran a bailar como si no hubiera pasado nada. El chico se quedó allí, medio muerto en la calle, desangrándose. Más tarde, cuando lo encontraron, había pasado ya mucho tiempo. El chico ya no
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				— Ni nunca lo entenderás —me dijo Mercedes la catalana—. Esas son como los melones. Según la hora y según les dé. Supongo que sabes que del melón dicen aquello de por la mañana oro, por la tarde plata, y por la noche mata. Esas se besan por la mañana y, algún día, por la noche,
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				Aquella tarde —me dijo— se encontraba en trance. Habían ingresado unas inglesas que consiguieron engañar a Leonor en el cacheo inicial y le facilitaron un poco de droga. La Heterosexual estaba viajando, como decía ella. Veía las nubes rojas, los círculos rodantes que avanzan, avanzan y nunca acaban de llegar... Colores, colores, colores y
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				Françoise, la Heterosexual, se levantó de prisa. Tenía miedo —dijo— de que alguien nos hubiera visto. No quería perjudicarme aunque agradecía mi ternura.
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				Fuimos a ver la película. Se trataba de Gritos y susurros, de Ingmar Bergman. Mensaje de solidaridad humana, decía Françoise al salir. A pesar de que se indignó cuando comprobó que, en la versión española, un violoncelo suplía el diálogo de determinados momentos de la película. Pero después dijo:
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				Mercedes, una chica catalana de Berga, me dijo:
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				Me dijo que yo tenía mucha vitalidad. Que infundía confianza, tranquilidad. Algo que a ella le estaba haciendo mucha falta.
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				Ella no quiso tocar. Dijo que no tocaría nunca más. Que tenía malditas las manos. No supe entonces lo que quiso decir con aquello. Creí que se refería a que no le obedecían las manos por los nervios.
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				De repente, Senta se paró y me dijo:
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				— No está permitido, Berta —me dijo—. Además, quería verte, ¿sabes? No me gusta tu amistad con esa chica. No te conviene. Es una desequilibrada y una viciosa. Quizá no sepas por qué está aquí.
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				Alguien dijo una vez que el mundo se dividía entre contentos y maltratados.
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				La Cuartero, veterana en todas las lides, que se pasaba la mitad de su vida metida allí dentro, se sonrió y dijo que de disfrutar nada. Porque la boda se celebraría en la Cárcel Modelo. En la prisión de hombres. A Denisse la llevarían allí para la bendición.
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				buen fondo, y lo que ella había hecho no era tan gordo como lo pintaban los periódicos. Era una chica joven. Joven e inexperta. Tenía veinte años solamente. Se había fugado de su casa —vivía en París—, pero no se escapó con un chico, que eso hubiera sido lo malo —dijo la directora—, sino con varios. Con una pandilla de gamberros. De Francia pasaron a España, y en nuestro país iniciaron su vida de aventura.
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				. Ella echó a correr y subió al coche con los demás. Desde Peligros hasta Gran Vía. Allí entre el maremágnum que había de coches, cambiaron de vehículo. Paul los esperaba en otro. Al pasar por la Plaza del Callao, oyeron los pitos y sirenas de la policía. Pero nadie les dijo nada. Subieron por Princesa y así terminó la cosa. Al día siguiente, al leer los periódicos, Denisse se enteró de que los atracadores, al huir, habían disparado sobre los transeúntes. Una niña de nueve años, que iba de la mano de su padre, fue alcanzada. Resultó muerta
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				trataba de un accidente. Unos kilómetros más allá le obligaron a introducirse por un camino vecinal. Allí, en un bosquecillo, le hicieron bajar, le ataron, y ellos volvieron a subir al coche hacia la carretera general. Y ahí entró la genialidad de Jean-Pierre. Su gran oportunismo, según Denisse. Dijo que en vez de ir hacia Zaragoza, que sería donde los buscarían, debían ir otra vez hacia Barcelona. Paul, si bien herido, no era de gravedad y podía esperar hasta llegar allí. Así se hizo. Cuando pasaron por el lugar del accidente, todavía no había nadie. Habían tenido suerte. De Barcelona pasaron a
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				Le pedí ayuda para papá, no para mí. Me dijo que le daría algo cada mes.
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				Aquélla se pasó de lista, y un día, al parecer, se presentó en su despacho y le pidió dinero. Dinero para mí —le dijo—, y dinero para ella. Que estaba dispuesta a tratarlo con cariño...
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				No me dijeron adónde me llevaban. Nunca dicen nada.
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				. Como ocurre en todas esas cosas que planea el odio. Dios se mete por medio y hace fallar una pieza. El castillo, entonces, se desmorona y nada sale bien. El marido de Pili acudió a la cita. Al abrir la puerta, Pili se encontró a él solo de frente. No dijo ni una palabra. Ni pensó siquiera en discutir. Apuntó, ante el asombro de su marido, y disparó a bocajarro. Naturalmente, él se desplomó. Después, con una asombrosa sangre fría, cogió el cadáver y lo tiró por el balcón a la calle. Cinco pisos de altura. No satisfecha todavía con ello
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				Se encaró con María y muy seriamente le dijo:
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				Y sin parar mientes en la inmensa tontería que aquello significaba, le dije:
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				Cuando lo hube dicho, me di cuenta de la mala impresión que aquello causaría. Todo un director, que además se llamaba León, era duro de pelar y parecía un dios griego, transmitiendo de reclusa a reclusa aquellos recados sainetescos... Pero don León no se rió, sino que me dijo sonriendo:
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				Me acerqué a Pascual. Le cogí la cabeza y le di un beso en la mejilla. Pascual lloraba y me abrazó fuerte. Acaso fuera la primera vez que Pascual recibió un beso de mujer. Acaso fuera yo la primera mujer que él abrazó. Pero los ojos de Pascual, Pascualina como le llamaban, me dijeron claramente que jamás lo olvidarían. Yo tampoco lo he olvidado. Nadie dijo nada.
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				en la mejilla. Pascual lloraba y me abrazó fuerte. Acaso fuera la primera vez que Pascual recibió un beso de mujer. Acaso fuera yo la primera mujer que él abrazó. Pero los ojos de Pascual, Pascualina como le llamaban, me dijeron claramente que jamás lo olvidarían. Yo tampoco lo he olvidado. Nadie dijo nada.
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				— Las gitanas están acostumbradas —dijeron.
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				Estábamos solamente Violette, una francesa, y yo. Violette estaba allí por supuesta complicidad con su amigo, que fue sorprendido falsificando billetes-dólares americanos en un pueblecito de la Costa Dorada, creo recordar que dijeron.
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				Yo quise dar la alarma. Pero Violette me cogió fuertemente y me dijo que no lo hiciera. Si avisábamos, René y su compañero serían apresados. Si no decíamos nada, la cosa podía salirles bien. Al fin y al cabo, aquel hombre estaba muerto. Nada podíamos hacer por él. Era mejor que nos fuéramos a dormir, y cerráramos el patio.
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				. Según nos enteramos, después dieron el parte de fuga de tres. El tercero, el muerto, no fue descubierto hasta que a la mañana siguiente la señorita, cuando me pidió la llave para abrir el patio, lo vio allí tendido. Nadie nos preguntó nada. Porque la señorita, para cubrirse, dijo que nosotras estábamos en el dormitorio con las ventanas cerradas. Nadie supo nada.
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				La señorita me dijo todavía más. Que aquella alemana grandota y rubia como el sol no era mujer. Pero tampoco hombre. Por eso la dejaron arriba, aislada. Porque no sabían dónde meterla. Su documentación detallaba que era hombre, súbdito alemán, de vacaciones en España con su esposa —la alemana mayor— y una amiga
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				Cuando después se lo dije a la alemana-española, en un rincón del patio adonde me llevó para preguntarme si había averiguado dónde estaba su compañero, ella me aclaró un poco la situación.
