BIBLIOGRAFÍA	AUTOR	TÍTULO	FECHA	CRITERIO	BLOQUE	MEDIO	SOPORTE	TEMA	PAÍS	ZONA	TIPOLOGÍA	NOTAS	CONCORDANCIA
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				Dentro, ya en marcha, un chico joven, de manos finísimas y ojos profundos, me preguntó:
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				— ¿Adónde nos llevan? —pregunté.
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				Todavía me encontraba divagando sobre esto cuando me llamaron a declarar otra vez. Pero no me preguntaron nada. Simplemente me dijeron que firmara en una hoja. Ni siquiera la leí. Vuelta al calabozo.
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				No pude dormir en toda la noche. La mandante —cada sala tiene asignada una reclusa veterana que se encarga de su funcionamiento— me preguntó nada más llegar:
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				Aquella cara me resultaba conocida. No sabía de qué ni de dónde. Pero yo conocía aquellos ojos saltones y aquella nariz respingona. Pregunté por allí. Naturalmente que la conocía. Todos los periódicos habían publicado abundantemente su fotografía. Se trataba de Denisse, la atracadora de Bancos.
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				No le pregunté nada más. Seguí tocando. Ella escuchaba, callada, con los ojos cerrados. Cual si estuviese viviendo en retroceso ambiental. Casi en trance.
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				hacer una reprimenda de carácter general. Aquella noche la reprimenda fue de campeonato. La señorita directora estaba indignada. Ella, manifestó, apreciaba mucho a Denisse. No tenía mal fondo —cosa que no concurría en la mayoría—... (Al llegar aquí la Cuartero, que se encontraba a mi lado, me preguntó qué quería decir aquello «de que no concurría». Salí como pude del atolladero.)
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				Pero de ayudarme, nada. Nada de nada. Incluso me preguntó si allí dentro podía escribir. Que me enviaría trabajo. Para que me distrajera...
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				— ¿Quiere alguna cosa para María? —preguntó don León aquella mañana al salir de misa—. Voy a verla ahora. No sea que haya hecho otra de las suyas.
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				Yo me encontraba a gusto hablando con Pascual. Olvidaba que le llamaban Pascualina. No le pregunté nunca por qué estaba allí, ni me importaba. Era un chico sensible. Le gustaba la música. La buena música. Leía mucho, muchísimo. Charlábamos de todo. Tenía predilección por el tema del amor. Pascual era romántico. Muy bueno e incapaz de matar una mosca. Le quisieron destinar a enfermería
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				l hacer uno de los recuentos, encontraron que faltaban hombres. Según nos enteramos, después dieron el parte de fuga de tres. El tercero, el muerto, no fue descubierto hasta que a la mañana siguiente la señorita, cuando me pidió la llave para abrir el patio, lo vio allí tendido. Nadie nos preguntó nada. Porque la señorita, para cubrirse, dijo que nosotras estábamos en el dormitorio con las ventanas cerradas. Nadie supo nada.
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				Yo me pregunté y me sigo preguntando: ¿qué tendrán esos seres, esa gente anormal que resultan tan entrañables?...
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				— ¿No tendrás inconveniente en que te lo dé? —preguntó.
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				Eramos treinta y dos. El más joven, 18 años. El más viejo, cuarenta y seis. Las condenas eran, en su mayoría, superiores a seis años y un día. Había uno que tenía dos condenas de quince años y otra de diez. En total, cuarenta años de cárcel. Le pregunté qué había hecho.
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				— ¿Tú no llevas vaso? —me preguntó una chica que formaba a mi lado.
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				deambulaba de un lado para otro, como si de ella dependiera que todo funcionara bien. Las señoritas se paseaban por el pasillo central que quedaba entre las mesas, hablando entre sí. Todo el mundo hablaba en voz alta. No había allí mucho orden. La jefe de Servicios se paró en mi mesa y me preguntó qué tal el desayuno. Dije que bien. Me dijo que después de misa, durante la mañana, me llamaría al Centro para hablar conmigo. «¿Qué querrá?», pensé. Una compañera de mesa me aclaró:
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				Después, algunas compañeras me preguntaron qué tenía yo pendiente con ella que había sido tan atrevida...
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				Entonces, otra política —ésta bajita, muy poquita cosa, aunque después me enteré de que era el cerebro del grupo— empezó a preguntarme cosas sobre mí. Cuándo había llegado, de dónde venía. Se lo expliqué y le pregunté por Mari.
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				La primera noche, cuando contemplé el espectáculo, me pregunté cómo podía ser posible lo que estaba viendo. Sabía lo que era el infierno por anteriores experiencias. Sabía lo que eran la suciedad, la desidia, el abandono... Pero aquello sobrepasaba toda vivencia del pasado. Aquel presente me demostraba que siempre existe un más allá en la degradación y en la miseria humana.
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				del amor y carecer totalmente de él. No he conocido ni una siquiera que diga sentirse feliz dentro de su profesión. Cabe entonces preguntarse por qué la practican. Por qué no eligen otro modo de vida. Un atardecer, cuando las confidencias surgen y la necesidad de compartir las vivencias se manifiesta fuertemente, pregunté a una de ellas por qué no se dedicaba a otra cosa. Era una muchacha gallega. Joven y guapa. Abierta a la amistad y franca en la expresión. Se me quedó mirando burlonamente y me espetó:
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				Al llegar a lo de los músicos, fue Troya. El forense me preguntó qué músicos prefería. Sin reflexionar, se me ocurrió decirle que Wagner, y, levantándome rápidamente de la silla, empecé a tararearle los compases de los Maestros Cantores. Al tararear accionaba los brazos dirigiendo el compás de la música. Me entusiasmé y enfilé a Beethoven y su Patética.
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				Abrumado por mi demostración, el forense me hizo callar. Tomaba notas en un papel. Después me preguntó si estaba preocupada por alguna cosa. Le dije que sí, naturalmente, que estaba preocupada. Y mucho. A mí me molestaban las falsedades, las calumnias, las injusticias. Que tanto Colón por aquí y por allá, que si tanta América y su descubrimiento, para  resultar que al final con que antes
Palou, Inés: Carne apaleada. Barcelona: Círculo de Lectores, 1975.	Palou, Inés	Carne apaleada	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				El forense me preguntó qué entendía yo por etcétera...
García-Badell, Gabriel: Funeral por Francia. Barcelona: Destino, 1975.	García-Badell, Gabriel	Funeral por Francia	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				a los empleados, lo estudian y lo observan...  ¡vamos que no vale la pena!, ¡que a mí, particularmente, no me compensa el rato que se pierde y la discusión! Es mejor ponerlo del bolsillo propio. Había asientos libres pero aislados, no podían acomodarse juntos, Andrés Carrato preguntó a una niña si no le importaba ir al otro asiento, ¿a cuál?, el que está al lado de ese señor, ¿el que lee?, sí, niña. Desocupaba de mala gana el sitio. Desde la ventanilla José Gracia veía a la gente vestida con los colores vivos. Se
García-Badell, Gabriel: Funeral por Francia. Barcelona: Destino, 1975.	García-Badell, Gabriel	Funeral por Francia	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				Se respiraba un aire de euforia y no había motivo después de la vuelta del taller, el calor era mayor y los hombres estaban cansados, lo más importante era comer y luego ir a dormir la siesta, las celdas conservaban la humedad del invierno. Marchaban por el patio, Sisamón preguntó a José Gracia si estaba bien y él mismo sin esperar la respuesta dijo que necesitaba ponerse debajo de la ducha y beber un trago largo de agua, algunas veces no sentía la necesidad del vino aunque era mala señal, usted no crea que aquí todo es regocijo y más cuando se vivía a la intemperie,
García-Badell, Gabriel: Funeral por Francia. Barcelona: Destino, 1975.	García-Badell, Gabriel	Funeral por Francia	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				lado derecho nunca de espaldas ni boca abajo. Y si durmiendo se tocase, tendrá que ponerse una camisola de mangas cerradas. ¿Y cuánto tiempo durará está situación tan desastrosa? Siempre, siempre. Fíjese en los ejercicios espirituales del padre Segnori, el joven, escritos por Muratori, que en Roma preguntó un día a un demonio, que se hallaba en el cuerpo de un energúmeno, cuánto tiempo debía estar en el infierno y respondió con voz rabiosa, haciendo dar al energúmeno fuertes puñetazos sobre una silla siempre, siempre. Tal fue el terror que se apoderó de los circunstantes que muchos jóvenes que se hallaban presentes
García-Badell, Gabriel: Funeral por Francia. Barcelona: Destino, 1975.	García-Badell, Gabriel	Funeral por Francia	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				que decir que me parece razonable que esté algo resentido... ésta ha sido una faena lo que se dice de altura ¡pero qué se le va a hacer! es lo que yo le dije, el preso se quiere ir y es natural... Después ya todo fue mejor se sentó allí donde está usted y me preguntó que cómo iba, que les había asustado a todos, que se alegraba de la recuperación... en cambio de usted habla peor, no le gusta que me haya acompañado, explica que no es lo suyo y acaso sea verdad, usted se marcha ahora y si te he visto no me acuerdo... no es de
García-Badell, Gabriel: Funeral por Francia. Barcelona: Destino, 1975.	García-Badell, Gabriel	Funeral por Francia	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				concebir entonces por qué me quería ir aunque cada uno es como es. Había que verle presumiendo de aires de liberal y hablando de la situación penitenciaria del país ¿y a mí qué me importa la situación? lo que yo sé es lo que pasa aquí... en líneas generales quedó muy bien todo. Preguntó cómo se llamaba usted, se lo dije, al hombre se le veía venir... de vez en cuando añadía no tiene que temer nada o ¿quiere que hablemos en otra ocasión? y continuaba convencido de que a mí me habían hecho la puñeta ¿no es verdad? ¡hombre! pues por una parte sí y por
García-Badell, Gabriel: Funeral por Francia. Barcelona: Destino, 1975.	García-Badell, Gabriel	Funeral por Francia	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				la celda estaba abierta, los minutos que permaneciera allí dentro sólo dependían de él. No debía de olvidarse de los utensilios de aseo. Al levantarse y tomarlos de la repisa de cristal sintió la sensación del vacío. En el estante no quedaba más que un frasco de colonia y Bienvenido Arcéiz le preguntó si podía tomarlo.
García-Badell, Gabriel: Funeral por Francia. Barcelona: Destino, 1975.	García-Badell, Gabriel	Funeral por Francia	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				Ya había obtenido la libertad. Estaba en la Avenida de América y no comprendía cómo podía ir de un lado a otro sin que alguien lo llegase a impedir. Se acercó a un guardia y le preguntó por la calle próxima sólo para ver su reacción. El guardia dijo tuerza a la izquierda está allí. Dio las gracias y él le saludó a la manera militar con simpatía, ya lejos le indicó levantando la voz por allí, por allí, tuerza a la izquierda. Estaba en la calle de Fray Julián Garcés,
García-Badell, Gabriel: Funeral por Francia. Barcelona: Destino, 1975.	García-Badell, Gabriel	Funeral por Francia	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				próxima sólo para ver su reacción. El guardia dijo tuerza a la izquierda está allí. Dio las gracias y él le saludó a la manera militar con simpatía, ya lejos le indicó levantando la voz por allí, por allí, tuerza a la izquierda. Estaba en la calle de Fray Julián Garcés, unas mujeres le preguntaron la hora, no tenía reloj ¿y más o menos? dijo una de ellas, ¿no sabe la hora que puede ser? Entró a tomar un vino en el bar de Martín, el propietario quería saber lo que quería y le llamaba señor, ¿qué va a tomar el señor?, la voz
García-Badell, Gabriel: Funeral por Francia. Barcelona: Destino, 1975.	García-Badell, Gabriel	Funeral por Francia	1975	Primera edición	Ficción	Escrito	Libro	Novela	España				están cosidos hasta la cadera, ¡qué va! me queda prieto... Allí todo representaba la seguridad. Compró dos botellas de vino en la tienda antes de entrar en su casa. El vendedor le saludaba sin poder disimular su asombro. No servía de nada contarle que había estado de viaje, así que cuando le preguntó si necesitaba algo porque estamos todos para servir a los demás dijo que venía de la cárcel y él con las botellas de vino en la mano estuvo a punto de dejarlas caer respondiendo que la vida tenía esas cosas y preguntando si devolvería las botellas... Dentro de la casa no había grandes cambios, el recuerdo de
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	De pronto calló. Se dio cuenta de que yo estaba delante. Se alzó de la silla con las mejillas todavía húmedas, pero los ojos se le habían secado repentinamente. Me miraron los dos: asustados, intentando averiguar cuál era mi reacción. Ella ya sin llanto. Él sin risa. Pregunté:
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	En cierta ocasión mi madre me preguntó sin venir a cuento:
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	Fue un proceso largo. Entonces cualquier enfermedad era morosa. No había antibióticos, ni sulfamidas, ni hidracidas. Pasé las vacaciones navideñas en la cama. Una tarde estuvo a verme el padre Celestino. Me preguntó si quería comulgar el día de Navidad. Le contesté que no. Se quedó mirándome de aquella forma penetrante que en tiempos no muy lejanos, me había impresionado. Casi podía percibir el roce de su fluido en la frente. Pero aquella vez mi cráneo era de hierro: imposible al taladro. El padre
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	recinto como beocios. Mi madre no vacilaba en departir con ellos. Hablaban asombrados igual que advenedizos ante un hecho nuevo. Yo los escuchaba en silencio, incapaz de asimilar aquel persistente afán de comunicación: «Probablemente eso va unido a la profesión de costurera», pensaba, y, en cuanto nos quedamos solos, le pregunté,
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	Todavía era más bajo que yo, pero la diferencia no era ya tan notable. Pregunté por sus padres, por Lolita, por el tío Lorenzo, por miss Dory.
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	Ya estaba dicho. Y no me arrepentí. Continué sosteniendo su mirada y desafiando su miedo. Reaccionó con talento. No intentó llevarme la contraria. Tampoco me preguntó cómo me había enterado de lo ocurrido con la inglesa. Ni siquiera se molestó en desmentirlo, como hacía siempre cuando algo «real» la molestaba.
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	Creo que nuestra congelación empezó aquella noche: tras el despido de miss Dory. Fue como si el hilo de su aguja se hubiera roto y entre nosotros ya no hubiera ataduras. Durante la cena me preguntó si me sentía con fuerzas suficientes para reanudar las clases; le contesté que sí. Entonces ella me habló del nuevo proyecto del tío Rodolfo: tenía la intención de incorporarme a un club.
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	aromas y coloridos. Pensé que, a pesar de todo, la vida era bonita, y que no debía preocuparme por la deserción de los Moraldo; al fin y al cabo, todos éramos iguales. Contemplé el rostro de mi madre: todavía joven y hermoso y, por primera vez, advertí que sus labios no estaban húmedos. Le pregunté:
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	Me pregunté qué pensaría aquella familia del resultado de las votaciones: evoqué a la mujer de las cerezas y a los tres niños que comían churros: en aquellos momentos eran cuatro utopías que nada tenían que ver con nuestra realidad. Al desnudarme, todo me daba vueltas. Me miré al espejo. El champaña ingerido
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	— ¿Cómo han reaccionado? —pregunté—. ¿Cómo han tragado lo de las elecciones?
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	No le pregunté dónde habían mandado a Lolita. Probablemente no lo sabía. Los Moraldo eran demasiado suspicaces para incurrir en la ligereza de informar sobre ello a mademoiselle Marie.
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	Frunció el entrecejo. Me escudriñó de arriba abajo. Los demás curas lo acuciaban: había que darse prisa. Preguntó de pronto:
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	— Entonces, ¿volverá a casarse? —pregunté.
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	Y me miraba como si ya no llevase uniforme. En seguida preguntó:
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	— A veces se olvida uno de que en esta ciudad hay mar. Estrella me preguntó si sabía nadar. Le dije que sí.
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	— ¿Qué tal has dormido? —me preguntó.
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	— No tienes arreglo —exclamó ladeando la cabeza. Pregunté cómo había averiguado todo aquello.
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	«Seguramente se había vendido a la parte contraria —seguía diciendo el Ratón Pérez—, hay letrados así: sin escrúpulos. Abogadillos intrigantes que desprestigian la profesión...» Y se arreglaba el nudo de la corbata con aire seguro, de hombre insobornable.  Jaume Palafell preguntó: «¿Y ahora qué va a ocurrir?» Don Ramón se miraba al espejo que pendía de la puerta: contemplaba sus dientes, su bigote, sus ojillos inquietos tras las gafas de miope: «No tendrán más remedio que vender sus acciones al hermano. Es la única forma viable para cancelar la
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	Paquito preguntó:
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	— ¿Puedo ayudarte? —pregunté.
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	Me preguntó en seguida por mi trabajo. Le dije que había dejado de ser botones y que estaba de ayudante en la sección de Contabilidad.
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	Me chocó que me hablase de Estrella. Le pregunté si la veía con frecuencia:
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	En cuanto colgué el aparato mi madre me preguntó con quién hablaba. Le contesté que se trataba de un amigo. Probablemente no me creyó. No importaba. «Que piense lo que quiera.» Lo esencial era que yo creyese a Estrella y que Estrella me creyese a mí.
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	Ella reía a compás de los pasos, desenvuelta, su brazo (duro y delgado) aferrado al mío. Me detuve unos instantes. Pregunté:
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	Estrella cambió rápidamente de conversación. Me preguntó si estaba contento con el trabajo del Banco:
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	Alzó la vista; miró el sobre, cruzó las manos y preguntó:
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	Hubo un silencio largo. Pregunté:
