BIBLIOGRAFÍA	AUTOR	TÍTULO	FECHA	CRITERIO	BLOQUE	MEDIO	SOPORTE	TEMA	PAÍS	ZONA	TIPOLOGÍA	NOTAS	CONCORDANCIA
Mendoza, Eduardo: La verdad sobre el caso Savolta. Barcelona: Seix Barral, 1994.	Mendoza, Eduardo	La verdad sobre el caso Savolta	1975	Fecha de escritura	Ficción	Escrito	Libro	Novela	España				—Sí, claro —respondí si saber cómo desasirme.
Mendoza, Eduardo: La verdad sobre el caso Savolta. Barcelona: Seix Barral, 1994.	Mendoza, Eduardo	La verdad sobre el caso Savolta	1975	Fecha de escritura	Ficción	Escrito	Libro	Novela	España				—¿No te jode, la señora marquesa? —respondió el tabernero, imperturbable, después de cerciorarse de que nadie, aparte del silencioso parroquiano, había sido testigo de la denuncia.
Mendoza, Eduardo: La verdad sobre el caso Savolta. Barcelona: Seix Barral, 1994.	Mendoza, Eduardo	La verdad sobre el caso Savolta	1975	Fecha de escritura	Ficción	Escrito	Libro	Novela	España				—No pierdan el tiempo, señoras. Estamos sin dinero —les respondí.
Mendoza, Eduardo: La verdad sobre el caso Savolta. Barcelona: Seix Barral, 1994.	Mendoza, Eduardo	La verdad sobre el caso Savolta	1975	Fecha de escritura	Ficción	Escrito	Libro	Novela	España				—No..., nada, querido. No te entretengas —respondió ella cerrando la puerta.
Mendoza, Eduardo: La verdad sobre el caso Savolta. Barcelona: Seix Barral, 1994.	Mendoza, Eduardo	La verdad sobre el caso Savolta	1975	Fecha de escritura	Ficción	Escrito	Libro	Novela	España				—Ya te dije que no perderíamos el tiempo viniendo aquí —respondí yo aparentando desparpajo, aunque me sentía hondamente turbado. En mi interior no hacía más que repetirme que aquella mujer había sido de Lepprince y que tal vez ahora sería de otro. Y me repetía con insistencia obsesiva que vivir sin poder franquear la puerta de semejantes goces era peor que morir.
Mendoza, Eduardo: La verdad sobre el caso Savolta. Barcelona: Seix Barral, 1994.	Mendoza, Eduardo	La verdad sobre el caso Savolta	1975	Fecha de escritura	Ficción	Escrito	Libro	Novela	España				—Un poco de conversación, Julián —respondió Nemesio.
Mendoza, Eduardo: La verdad sobre el caso Savolta. Barcelona: Seix Barral, 1994.	Mendoza, Eduardo	La verdad sobre el caso Savolta	1975	Fecha de escritura	Ficción	Escrito	Libro	Novela	España				—Cosas de mi mujer —respondió Pere Parells tratando de ocultar su nerviosismo—, temía que fuéramos los primeros en llegar.
Mendoza, Eduardo: La verdad sobre el caso Savolta. Barcelona: Seix Barral, 1994.	Mendoza, Eduardo	La verdad sobre el caso Savolta	1975	Fecha de escritura	Ficción	Escrito	Libro	Novela	España				—De nada, hombre, vete por ahí a contar chistes verdes —le respondió la señora de Parells—. ¡Y cuidado con lo que bebes; ya sabes lo que te ha dicho el doctor!
Mendoza, Eduardo: La verdad sobre el caso Savolta. Barcelona: Seix Barral, 1994.	Mendoza, Eduardo	La verdad sobre el caso Savolta	1975	Fecha de escritura	Ficción	Escrito	Libro	Novela	España				—No faltaría más —respondí yo para granjearme sus simpatías.
Mendoza, Eduardo: La verdad sobre el caso Savolta. Barcelona: Seix Barral, 1994.	Mendoza, Eduardo	La verdad sobre el caso Savolta	1975	Fecha de escritura	Ficción	Escrito	Libro	Novela	España				pasillo se alineaban las habitaciones, en cuyas puertas se leían números garrapateados en tiza. Encendí una cerilla, la última, y recorrí el pasillo de la derecha, luego el de la izquierda. Me detuve por fin frente al número once y golpeé con los nudillos, suavemente al principio y con insistencia después. Nadie respondió; el silencio sólo se vio turbado por el gorgoteo de un grifo y el insólito trino de un jilguero. Se consumió la cerilla y aguardé unos segundos que me parecieron horas. Por mi cabeza cruzaron dos posibilidades: que la habitación estuviese vacía o que María Coral estuviese con alguien (el individuo que me había precedido en
Mendoza, Eduardo: La verdad sobre el caso Savolta. Barcelona: Seix Barral, 1994.	Mendoza, Eduardo	La verdad sobre el caso Savolta	1975	Fecha de escritura	Ficción	Escrito	Libro	Novela	España				El beodo seguía llorando entre convulsiones y no respondió. Nemesio Cabra Gómez tiró de él colocándose a su espalda y pasando los brazos por debajo de sus axilas.
Mendoza, Eduardo: La verdad sobre el caso Savolta. Barcelona: Seix Barral, 1994.	Mendoza, Eduardo	La verdad sobre el caso Savolta	1975	Fecha de escritura	Ficción	Escrito	Libro	Novela	España				—Yo, señores, tengo mi sueldo, que no varía de mes en mes —respondió el banquero—. Si actuamos como lo hacemos no es por lucro personal. Administramos el dinero que nos han confiado.
Mendoza, Eduardo: La verdad sobre el caso Savolta. Barcelona: Seix Barral, 1994.	Mendoza, Eduardo	La verdad sobre el caso Savolta	1975	Fecha de escritura	Ficción	Escrito	Libro	Novela	España				—Localicé al sujeto, señor —respondió Nemesio—. Fue difícil, porque no parecía hombre de muchas relaciones, pero con paciencia y mano izquierda...
Mendoza, Eduardo: La verdad sobre el caso Savolta. Barcelona: Seix Barral, 1994.	Mendoza, Eduardo	La verdad sobre el caso Savolta	1975	Fecha de escritura	Ficción	Escrito	Libro	Novela	España				—No faltaría más, señor —respondió el viejo con la condescendencia del que, no habiendo cedido en lo más, se complace en ceder en lo menos—, aquí tiene.
Mendoza, Eduardo: La verdad sobre el caso Savolta. Barcelona: Seix Barral, 1994.	Mendoza, Eduardo	La verdad sobre el caso Savolta	1975	Fecha de escritura	Ficción	Escrito	Libro	Novela	España				El recepcionista se alejó unos pasos y yo llamé a Cortabanyes para pedirle la dirección o el teléfono de Lepprince. Dudaba que me lo diera, pero estaba dispuesto a obligarle como fuera, si bien ignoraba qué tipo de presión podía yo ejercer sobre el abogado. Mis propósitos, en cualquier caso, resultaron vanos, porque nadie respondió. Colgué, saludé y salí a la calle. Lo primero que se me ocurrió fue ir directamente al cabaret. ¿Para qué? ¿Qué haría una vez localizase a María Coral? Lo pensé, pero no perdí el tiempo buscando respuestas a lo que no las tenía. Caminé unos pasos. Un automóvil se
Mendoza, Eduardo: La verdad sobre el caso Savolta. Barcelona: Seix Barral, 1994.	Mendoza, Eduardo	La verdad sobre el caso Savolta	1975	Fecha de escritura	Ficción	Escrito	Libro	Novela	España				—El distinguido caballero me preguntó si conocía a Domingo Pajarito de Soto (que en paz descanse) y yo le respondí que no, pero que no era problema para mí averiguar su paradero. «En eso confío», dijo el distinguido caballero, y yo: «¿Para qué lo quiere?» «Tengo motivos fundados para creer que corre peligro.» «Pues, ¿qué ha hecho?» «Lo ignoro»
Mendoza, Eduardo: La verdad sobre el caso Savolta. Barcelona: Seix Barral, 1994.	Mendoza, Eduardo	La verdad sobre el caso Savolta	1975	Fecha de escritura	Ficción	Escrito	Libro	Novela	España				—Para arriba, siempre para arriba, señor Cortabanyes —respondió Lepprince.
Mendoza, Eduardo: La verdad sobre el caso Savolta. Barcelona: Seix Barral, 1994.	Mendoza, Eduardo	La verdad sobre el caso Savolta	1975	Fecha de escritura	Ficción	Escrito	Libro	Novela	España				lo había estado observando: el viejo financiero, taciturno y enfurruñado, apenas probaba bocado de los platos que le ofrecían y contestaba con secos monosílabos a las preguntas que le dirigían sus vecinos de mesa. Lepprince se puso nervioso e interrogó con la mirada a Cortabanyes. Desde el otro extremo de la mesa el abogado le respondió con un gesto de indiferencia, quitando importancia al asunto. Terminada la cena, éste y Lepprince se reunieron.
Mendoza, Eduardo: La verdad sobre el caso Savolta. Barcelona: Seix Barral, 1994.	Mendoza, Eduardo	La verdad sobre el caso Savolta	1975	Fecha de escritura	Ficción	Escrito	Libro	Novela	España				—Lo que cuenta la gente —respondió el ciego alargando una mano y tanteando el vacío—. ¿Me dejas?
Mendoza, Eduardo: La verdad sobre el caso Savolta. Barcelona: Seix Barral, 1994.	Mendoza, Eduardo	La verdad sobre el caso Savolta	1975	Fecha de escritura	Ficción	Escrito	Libro	Novela	España				, una labor de refinamiento, ya que las maneras de la gitana dejaban mucho que desear. Su vocabulario era soez, y sus modales, destemplados. Le hice aprender a conducirse con elegancia, a comer con propiedad y a conversar con discreción. Le di una cultura superficial, pero suficiente. A todo este proceso respondió la gitana con un interés que me conmovió. Estaba deslumbrada, como no podía ser menos. Vivía un cuento de hadas. Hizo progresos notables, pues poseía una inteligencia despierta y una voluntad férrea, como corresponde a quien ha vivido en ambientes tan turbulentos y ha frecuentado los más bajos estratos de la ralea humana.
Mendoza, Eduardo: La verdad sobre el caso Savolta. Barcelona: Seix Barral, 1994.	Mendoza, Eduardo	La verdad sobre el caso Savolta	1975	Fecha de escritura	Ficción	Escrito	Libro	Novela	España				—No, señor, pero la casa está vigilada. Nadie puede entrar ni salir sin autorización —respondió el policía devolviendo su carnet a su chaleco.
Mendoza, Eduardo: La verdad sobre el caso Savolta. Barcelona: Seix Barral, 1994.	Mendoza, Eduardo	La verdad sobre el caso Savolta	1975	Fecha de escritura	Ficción	Escrito	Libro	Novela	España				—Sé lo que quieres —respondió—. Ven a dar un paseo y hablaremos.
Mendoza, Eduardo: La verdad sobre el caso Savolta. Barcelona: Seix Barral, 1994.	Mendoza, Eduardo	La verdad sobre el caso Savolta	1975	Fecha de escritura	Ficción	Escrito	Libro	Novela	España				—Esa dama, caballero, es mi esposa —le respondí.
Mendoza, Eduardo: La verdad sobre el caso Savolta. Barcelona: Seix Barral, 1994.	Mendoza, Eduardo	La verdad sobre el caso Savolta	1975	Fecha de escritura	Ficción	Escrito	Libro	Novela	España				—No, no —respondió éste distraído. Había sacado unos tubos del bolsillo y los rellenaba con polvo y esquirlas con ayuda de una diminuta espátula.
Mendoza, Eduardo: La verdad sobre el caso Savolta. Barcelona: Seix Barral, 1994.	Mendoza, Eduardo	La verdad sobre el caso Savolta	1975	Fecha de escritura	Ficción	Escrito	Libro	Novela	España				—¡Querido amigo! —respondió el monarca colgándose de su antebrazo—, no creas que ignoro que con mi presencia te hago ganar votos para las elecciones municipales de noviembre. Pero a mí también me interesa tu mediación para atraerme a los catalanes. No  sé cómo andará mi popularidad por estos andurriales —y los dos se rieron de buena
Mendoza, Eduardo: La verdad sobre el caso Savolta. Barcelona: Seix Barral, 1994.	Mendoza, Eduardo	La verdad sobre el caso Savolta	1975	Fecha de escritura	Ficción	Escrito	Libro	Novela	España				—Estoy esperando, Majestad —respondió María Rosa Savolta pudibunda—, y quería rogaros que apadrinarais a nuestro hijo.
